openalex_id,doi,url,title,publication_year,authors,source,publisher,issn,volume,issue,pages,keywords,abstract,type,q1_scope,q2_overview,q3_diagnostics_frameworks,q4_narratives,rationale,error_log,source_type,is_oa,oa_url,cited_by_count,countries,institutions,topics,sdgs,funders
W4408444583,https://doi.org/10.5194/egusphere-egu25-2206,https://doi.org/10.5194/egusphere-egu25-2206,Integrated and Open geohazard monitoring data in Aotearoa New Zealand: developing an interoperable data service for GeoNet&amp;#8217;s time series datasets. &amp;#160;,2025,"E. D’Anastasio, J. B. Hanson, S. Sherburn, Joshua Groom, Mark Rattenbury",,,,,,,Aotearoa; Interoperability; Geohazard; Service (business); Series (stratigraphy); Computer science; Business; Political science; Seismology; Geology; World Wide Web,"The GeoNet programme at GNS Science Te P&amp;#363; Ao (GNS) is the primary agency responsible for collecting, managing, and delivering geohazard data in Aotearoa New Zealand, enabling the monitoring of volcanoes, earthquakes, landslides, and tsunamis. The programme oversees a multi-parametric sensor network along with a diverse array of instrumentation and methodologies to provide both raw and analysis-ready data to its end users. Since its inception in 2002, an ""open by default"" policy has been the guiding principle of this research and monitoring data infrastructure.&amp;#160; To enhance the interoperability, accessibility, and usability of GeoNet's data, and in alignment with FAIR data principles, we developed an in-house interdisciplinary solution (Tilde) for storing and accessing time-series datasets managed by the programme. Operating successfully for two years, Tilde has improved the interoperability, usability, and FAIR-ness of GeoNet data. In this presentation, we will outline how Tilde has achieved these improvements, discuss challenges and unresolved questions within the geophysical community, and explore potential future directions for leveraging this open data platform to address CARE principles and indigenous data governance in Aotearoa New Zealand.&amp;#160;",preprint,True,True,True,True,"The paper is in scope as it describes an 'interdisciplinary solution' (Tilde) to enhance FAIR data principles for geohazard monitoring data, explicitly mentioning 'indigenous data governance' which introduces boundary-spanning interoperability challenges. It serves as an overview of the specific Tilde initiative. It also discusses broader 'challenges and unresolved questions within the geophysical community' and 'CARE principles and indigenous data governance,' indicating a focus on macroscopic frameworks and diagnostics. Finally, by outlining 'how Tilde has achieved these improvements' and discussing challenges after two years of operation, it functions as an experience report or narrative of implementation.",,,True,https://doi.org/10.5194/egusphere-egu25-2206,0,NZ,GNS Science,Seismology and Earthquake Studies; Advanced Computational Techniques and Applications; Geographic Information Systems Studies,,
W4220704182,https://doi.org/10.5194/egusphere-egu22-10071,https://doi.org/10.5194/egusphere-egu22-10071,Facilitating Multi-Disciplinary Research via Integrated Access to the Seismological Data &amp; Product Services of EPOS Seismology,2022,"Florian Haslinger, Lars Ottemöller, Carlo Cauzzi, Susana Custódio, Rémy Bossu, Alberto Michelini, Fabrice Cotton, Helen Crowley, Laurentiu Danciu, Irene Molinari, Stefano Parolai",,,,,,,Promotion (chess); Product (mathematics); Business; Political science; Mathematics,"&amp;lt;p&amp;gt;The European Plate Observing System EPOS is the single coordinated framework for solid Earth science data, products and services on a European level. As one of the science domain structures within EPOS, EPOS Seismology brings together the three large European infrastructures in seismology: ORFEUS for seismic waveform data &amp;amp; related products, EMSC for parametric earthquake information, and EFEHR for seismic hazard and risk information. Across these three pillars, EPOS Seismology provides services to store, discover and access seismological data and products from raw waveforms to elaborated hazard and risk assessment.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;ORFEUS, EMSC and EFEHR are community initiatives / infrastructures that each have their own history, structure, membership, governance and established mode of work (including data sharing and distribution practices), developed in parts over decades. While many institutions and individuals are engaged in more than one of these initiatives, overall the active membership is quite distinct. Also, each of the initiatives has different connections to and interactions with other international organisations. Common to all is the adoption and promotion of recognized international standards for data, products and services originating from wider community organisations (e.g. FDSN, IASPEI, GEM), and the active participation in developing those further or creating new ones together with the community.&amp;amp;#160;&amp;amp;#160;&amp;amp;#160;&amp;amp;#160;&amp;amp;#160;&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;In this presentation we will briefly review the history and development of the three initiatives and discuss how we set up EPOS Seismology as a joint coordination framework within EPOS. We will highlight issues encountered on the way and those that we are still trying to solve in our attempt to create and operate a coordinated research infrastructure that appropriately serves the needs of today&amp;amp;#8217;s scientific community. Among those issues is also the &amp;amp;#8216;timeliness&amp;amp;#8217; of data and products: while a number of services offer almost-real-time access to newly available information at least in theory, this comes with various downstream implications that are currently actively discussed. We also cover the envisaged role of EPOS Seismology in supporting international multi-disciplinary activities that require and benefit from harmonized, open, and interoperable data, products, services and facilities from the waveform, catalogue and hazard / risk domains of seismology.&amp;lt;/p&amp;gt;",preprint,True,True,True,True,"The paper is in scope as it describes an interdisciplinary effort (EPOS Seismology integrating distinct seismological data types/communities) focused on harmonizing data and standards, addressing sociotechnical challenges. It serves as a foundational overview of the EPOS Seismology initiative. It also discusses the coordination framework and highlights structural challenges encountered during its implementation. Finally, it functions as an experience report, reviewing the history and development and detailing how the initiative was set up and the issues faced.",,,True,https://doi.org/10.5194/egusphere-egu22-10071,0,FR; IT; CH; NO; DE; PT,ETH Zurich; University of Bergen; Commissariat à l'Énergie Atomique et aux Énergies Alternatives; European Centre for Training and Research in Earthquake Engineering; CEA DAM Île-de-France; University of Lisbon; GFZ Helmholtz Centre for Geosciences; European-Mediterranean Seismological Centre; Radiotelevisione Italiana (Italy); National Institute of Oceanography and Applied Geophysics,Scientific Computing and Data Management; Methane Hydrates and Related Phenomena,"Industry, innovation and infrastructure",
W4321492723,https://doi.org/10.5194/egusphere-egu23-1099,http://dx.doi.org/10.5194/egusphere-egu23-1099,"Theia/OZCAR Thesaurus: a terminology service to facilitate the discovery, interoperability and reuse of data from continental surfaces and critical zone science in interdisciplinary research",2023,"Isabelle Braud, Charly Coussot, Véronique Chaffard, Sylvie Galle",,,,,,,Interoperability; Computer science; Terminology; Data sharing; Data discovery; Data science; Reuse; Service (business); Open science; Web service; Metadata; World Wide Web; Knowledge management; Ecology,"Understanding, modeling and predicting the future of the Earth System in response to global change is a challenge for the Earth system scientific community, but a necessity to address pressing societal needs related to the UN Sustainable Development Goals and risk monitoring and prediction. These &amp;#8220;wicked&amp;#8221; environmental problems require the building of integrated modeling tools . The latter will only provide reliable response if they integrate all existing multi-disciplinary data sources. Open science and data sharing using the FAIR (Findable, Accessible, Interoperable, Reusable) principles provide the framework for such data sharing. However, when trying to put it into practice, we face a large fragmentation of the landscape, with different communities having developed their own data management systems, standards and tools.When starting to work on the Theia/OZCAR Information System (IS) that aims to Facilitate the discovery, to make FAIR, in-situ data of continental surfaces collected by French research organizations and their foreign partners, we performed a &amp;#8220;Tour de France&amp;#8221; to understand the critical zone science users&amp;#8217; needs when searching for data. The common criterion that emerged was the variables names. We believe that this need is general to all disciplines involved in Earth System sciences and is all the more important when data is searched by scientists of other disciplines that are not familiar with the vocabularies of the other communities. This abstract aim is to share our experience in building the tools aiming at harmonizing and sharing variables names using FAIR principles.In the Theia/OZCAR critical zone research community, long term observatories that produce the data have heterogeneous data description practices and variable names. They may be different for the same variable (i.e.: ""soil moisture"", ""soil water content"", ""humidit&amp;#233; des sols"", etc.). Moreover, it is not possible to infer automatically or semi-automatically similarities between these variables names. In order to identify these similarities and implement data discovery functionalities on these dimensions in the IS, we built the Theia/OZCAR variable thesaurus. To enable technical interoperability of the thesaurus, it is published on the web using the SKOS vocabulary description standard. Other thesauri used in environmental sciences in Europe and worldwide have been identified and the definition of associative relationships with these vocabularies ensures the semantic interoperability of the Theia/OZCAR thesaurus. However, it is quite common that the variable names used for the search dimensions remain general (e.g. ""soil moisture"") and are not specific enough for the end user to interpret exactly what has been measured (e.g. ""soil moisture at 10 cm depth measured by TDR probe""). Therefore, to improve data reuse and interoperability, the thesaurus now follows a recommendation of the Research Data Alliance and implements the I-ADOPT framework to describe the variables more precisely. Each variable is composed and described by relationships with atomic concepts whose definition is specified. The use of these atomic concepts enhances interoperability with other catalogues or services and contributes to the reuse of the data by other communities that those who collected them.",preprint,True,True,True,True,"The paper is in scope as it addresses interdisciplinary challenges in harmonizing variable names for Earth System sciences data using FAIR principles, SKOS, and I-ADOPT. It serves as an overview of the specific Theia/OZCAR thesaurus initiative. It also diagnoses challenges in data fragmentation and proposes generalized frameworks for semantic interoperability. Finally, it functions as an experience report, detailing the process and lessons learned in building this specific thesaurus to achieve cross-disciplinary consensus on variable descriptions.",,,True,http://dx.doi.org/10.5194/egusphere-egu23-1099,0,FR,"Institut polytechnique de Grenoble; Centre National de la Recherche Scientifique; Observatoire des Sciences de l'Univers de Grenoble; Unité d'Appui et de Recherche OSUPS; Météo-France; Forum Réfugiés - Cosi; Institut de Recherche pour le Développement; Université Grenoble Alpes; Institut des Géosciences de l'Environnement; Institut National de Recherche pour l'Agriculture, l'Alimentation et l'Environnement",Geographic Information Systems Studies; Geological Modeling and Analysis; Research Data Management Practices,,
W4322211611,https://doi.org/10.5194/egusphere-egu23-16338,https://doi.org/10.5194/egusphere-egu23-16338,The OneGeochemistry initiative as a CODATA Working Group; bringing together international geochemical data systems for easy data discovery,2023,"Alexander Prent, Lesley Wyborn, Marthe Klöcking, Kerstin Lehnert, Kirsten Elger, Dominik C. Hezel, Lucia Profeta, Geertje ter Maat, Rebecca Farrington, Tim Rawling",,,,,,,Globe; Commission; European commission; Working group; Political science; Library science; Work (physics); Public administration; Computer science; Engineering; Business; Medicine; International trade; Law,"As geochemical data enable understanding of the Earth system and help to address critical societal issues the organisation thereof is important. Questions asked about processes affecting our environment and geological past become more complex and interdisciplinary in nature as well as multidimensional. To help answer these questions within the geochemistry research capabilities and data compilations are required to be comprehensive and both human and machine readable. Various international organisations are building infrastructure to capture and distribute geochemical data in a consistent manner adhering to the FAIR principles.&amp;#160;Since May 2021 the OneGeochemistry initiative has officially started efforts towards aligning these organisations&amp;#8217; data frameworks in order to standardise how geochemical data is reported around the globe. In November 2022 the OneGeochemistry initiative applied and was granted to become the OneGeochemistry CODATA Working Group as part of the International Science Councils Committee on Data. The initiative has now also been endorsed by the Geochemical Society, the European Association of Geochemistry and the Working Group has been endorsed by the IUGS Commission on Global Geochemical Baselines. Coordination of the OneGeochemistry initiative is funded through the WorldFAIR project where it is one of the work packages in the larger &amp;#8216;WorldFAIR: Global cooperation on FAIR data policy and practice&amp;#8217; project. A FAIR Implementation Profile analyses of the geochemistry communities of Australia (AusGeochem), USA (EarthChem, AstroMat) and Europe (GEOROC-DIGIS, EPOS-MSL, NFDI4EARTH) resulted in recognition of the need for common vocabularies for geochemistry data reporting as one of the most important actions to undertake towards international geochemistry data interoperability. A task adopted by EarthChem-DIGIS(GEOROC)-GFZ(DataSystems) collaboration and Research Vocabularies Australia.Here we will present an overview of the current OneGeochemistry initiative and its preliminary outcomes with regards to FAIR Implementation Profiles and processes that will help enable geochemical data interoperability between various stakeholders.",preprint,True,True,True,True,"The paper is in scope as it describes an interdisciplinary effort (OneGeochemistry initiative) to standardize geochemical data reporting across international organizations, focusing on FAIR principles and common vocabularies. It serves as a foundational overview of this specific initiative, detailing its formation and initial activities. The abstract also diagnoses the structural challenge of needing common vocabularies for interoperability and implicitly proposes a framework for global standardization within geochemistry. Furthermore, it describes the preliminary outcomes and processes of the initiative's implementation, providing an early narrative of its development.",,,True,https://doi.org/10.5194/egusphere-egu23-16338,0,AU; DE; NL; US,Goethe University Frankfurt; University of Göttingen; Columbia University; GFZ Helmholtz Centre for Geosciences; Utrecht University; Princess Alexandra Hospital; Australian National University,Geochemistry and Geologic Mapping; Geological Modeling and Analysis,Partnerships for the goals,
W4391171855,https://doi.org/10.37044/osf.io/d27fw,https://doi.org/10.37044/osf.io/d27fw,BioHackJP 2023 Report R1:Improving phenotype ontology interoperability,2024,"Eisuke Dohi, Tatsuya Kushida, Yuki Yamagata, Terue Takatsuki, Jaemoon Shin, Hiroshi Masuya, Thomas Liener, Robert Hoehndorf",,,,,,,Interoperability; Ontology; Computer science; Upper ontology; Semantic interoperability; Data science; Semantics (computer science); Bridge (graph theory); Open Biomedical Ontologies; Domain (mathematical analysis); Knowledge management; World Wide Web; Semantic Web; Ontology alignment; Medicine,"Ontologies play a crucial role in data management and especially in life science, they have been indispensable for decades as the complexity of life science data requires rigor. Biomedical ontologies often undergo change and improvement, as e.g. disease and phenotype ontologies develop constantly along with our scientific understanding. In order to bridge the gap between ontologies and annotated datasets and thus to semantically enable applications and datasets to retrieve insights and improve interoperability, ontology mapping plays a key role.To implement a sophisticated search supported by semantics, interoperability to address cross-disciplinary needs is crucial. In this paper we focus on different aspects of interoperability of ontologies, especially in the phenotype and disease domain and how they could be improved. During the BioHackJP 2023, a variety of approaches were discussed and evaluated. In this paper, we report overviews of the result of each investigation including, 1: Linguistic and Social Interoperability, 2: Technical and Structural Interoperability, 3: Ontology Alignments and Mappings, 4: Use of Large Language Models (LLMs), 5: Model Mice Exploration, and discuss future works to address these challenges.",preprint,True,False,True,True,"The paper is in scope as it focuses on improving phenotype ontology interoperability to address cross-disciplinary needs in life science, including linguistic and social aspects. It is not an overview of a specific initiative but rather a report on investigations and approaches discussed during BioHackJP 2023. The paper diagnoses structural challenges and discusses approaches for improving interoperability across social and technical dimensions. It also serves as an experience report from the BioHackJP event, evaluating different approaches to achieve semantic interoperability.",,,True,https://osf.io/d27fw/download,1,SA; JP,Research Organization of Information and Systems; King Abdullah University of Science and Technology; RIKEN BioResource Research Center; National Center of Neurology and Psychiatry,Biomedical Text Mining and Ontologies; Bioinformatics and Genomic Networks; Semantic Web and Ontologies,Responsible consumption and production,
W4247113622,https://doi.org/10.2196/preprints.17944,https://doi.org/10.2196/preprints.17944,Systematic Design and Evaluation of Drug Repurposing-Oriented Alzheimer’s Disease Ontology (Preprint),2020,"Fang Li, Muhammad Amith, Grace Xiong, Jingcheng Du, Yang Xiang, Guozheng Rao, Huy Anh Pham, Cui Tao",,,,,,,Drug repositioning; Ontology; Repurposing; Computer science; Drug discovery; Drug development; Data science; Bioinformatics; Drug; Medicine; Engineering; Pharmacology,"<sec> <title>BACKGROUND</title> Alzheimer’s Disease (AD) is a devastating neurodegenerative disease, of which the pathophysiology is insufficiently understood, and the curative drugs are long-awaited to be developed. Computational drug repurposing introduces a promising complementary strategy of drug discovery, which benefits from an accelerated development process and decreased failure rate. However, generating new hypotheses in AD drug repurposing requires multi-dimensional and multi-disciplinary data integration and connection, posing a great challenge in the era of big data. By integrating data with computable semantics, ontologies could infer unknown relationships through automated reasoning and fulfill an essential role in supporting computational drug repurposing. </sec> <sec> <title>OBJECTIVE</title> The study aimed to systematically design a robust Drug Repurposing-Oriented Alzheimer’s Disease Ontology (DROADO), which could model fundamental elements and their relationships involved in AD drug repurposing and integrate their up-to-date research advance comprehensively. </sec> <sec> <title>METHODS</title> We devised a core knowledge model of computational AD drug repurposing, based on both pre-genomic and post-genomic research paradigms. The model centered on the possible AD pathophysiology and abstracted the essential elements and their relationships. We adopted a hybrid strategy to populate the ontology (classes and properties), including importing from well-curated databases, extracting from high-quality papers and reusing the existing ontologies. We also leveraged n-ary relations and nanopublication graphs to enrich the object relations, making the knowledge stored in the ontology more powerful in supporting computational processing. The initially built ontology was evaluated by a semiotic-driven and web-based tool Ontokeeper. </sec> <sec> <title>RESULTS</title> The current version of DROADO was composed of 1,021 classes, 23 object properties and 3,207 axioms, depicting a fundamental network related to computational neuroscience concepts and relationships. Assessment using semiotic evaluation metrics by OntoKeeper indicated sufficient preliminary quality (semantics, usefulness and community-consensus) of the ontology. </sec> <sec> <title>CONCLUSIONS</title> As an in-depth knowledge base, DROADO would be promising in enabling computational algorithms to realize supervised mining from multi-source data, and ultimately, facilitating the discovery of novel AD drug targets and the realization of AD drug repurposing. </sec>",preprint,True,True,False,True,"The paper is in scope as it focuses on interdisciplinary data integration and semantic interoperability through an ontology for research data in Alzheimer's Disease. Its primary purpose is to introduce and describe the specific Drug Repurposing-Oriented Alzheimer’s Disease Ontology (DROADO). It does not propose macroscopic frameworks or diagnose systemic challenges, but rather details the systematic design and evaluation process of DROADO, including methods and assessment of its quality.",,,True,https://doi.org/10.2196/preprints.17944,0,,,Biomedical Text Mining and Ontologies; Semantic Web and Ontologies; Bioinformatics and Genomic Networks,,
W4200212475,https://doi.org/10.1002/essoar.10509892.1,https://doi.org/10.1002/essoar.10509892.1,Developing the Cross-Disciplinary Information Model for NASA's Science Mission Directorate,2021,"Ruth Duerr, Ahmed Eleish, M. A. Parsons, Daniel C. Berrios, Kaylin Bugbee, Peter Fox",,,,,,,World Wide Web; Library science; Computer science,"The five divisions of NASA’s Science Mission Directorate (SMD) represent a very broad spectrum of academic disciplines, ranging from Astronomy, to Planetary science, to Heliophysics, Earth science, Biology and Physical science with measurement scales ranging from components of atoms to the structure of the entire universe. In addition, the systems that support access to these data range from systems based on formal and broadly accepted OWL ontologies, to those based on current and historical disciplinary metadata standards, to ad-hoc or bespoke systems dating back to NASA’s very earliest missions; all generally developed to support the mission or, more recently, discipline focussed data users. Consequently the access mechanisms, data structures, vocabularies, terms in use, etc. vary widely across the divisions making cross-disciplinary research at best difficult if not impossible. Currently NASA SMD is working to improve support for cross-disciplinary/transdisciplinary research by developing a system that supports discovery across all of SMD’s data products, a model that can be extended to all forms of scientific output including software, tools, models, publications, etc. The core underpinnings of such a system is an information model being developed using the methodology developed by Dr. Peter Fox and Dr. Deborah McGuinness. Here we discuss the model (a knowledge graph), lessons learned along the way, and key findings for other systems attempting to bridge across broad disciplinary challenges.",preprint,True,True,True,True,"The paper is in scope as it addresses interdisciplinary challenges in harmonizing data structures, vocabularies, and an information model (knowledge graph) across diverse NASA science divisions. It serves as an overview of a specific initiative to develop this cross-disciplinary information model. It also discusses the structural challenges of varied data systems and proposes a generalized model, offering 'key findings' for broader application. Furthermore, the mention of 'lessons learned along the way' indicates it evaluates the process of designing and implementing this specific effort.",,,False,,1,US,Ames Research Center; Ronin Institute; University of Alabama in Huntsville; Rensselaer Polytechnic Institute,Distributed and Parallel Computing Systems; Space Exploration and Technology; Spacecraft Design and Technology,Partnerships for the goals,
W4226214463,https://doi.org/10.1002/essoar.10509894.1,https://doi.org/10.1002/essoar.10509894.1,Contributing to a Vision for Cross-Disciplinary Informatics,2021,Ruth Duerr,,,,,,,Variety (cybernetics); Discipline; Data science; Engineering ethics; Informatics; Ontology; Knowledge management; Computer science; Management science; Sociology; Engineering; Social science; Epistemology; Artificial intelligence,"As the problems humanity faces become ever more obvious and dangerous, the need for interdisciplinary, cross-disciplinary and trans-disciplinary research and solutions becomes ever more apparent. The problems themselves are often intertwined in complex ways - for example the impact of climate change on human health, food &amp; water security, disasters, and so on and how all of these are exacerbated by human population growth and a general lack of recognition that humanity is part of the ecosystem upon which Earthly life depends. Underpinning our ability to understand and solve these complex problems are data of all kinds, more importantly the information that has and continues to be garnered through obtaining and analyzing these and most importantly their inclusion in the larger body of knowledge and ways of knowing that hopefully leads to the wisdom needed to directly address the root causes of each problem. Over the past decades, through involvement in projects on science topics as diverse as quasars and stellar pediatrics, solar physics, social science, and a wide variety of Earth Science topics; where informatics topics such as data management and curation, systems and framework development; and tools and methodologies such as Use Cases, Natural Language Processing, Deep Learning, Knowledge Graphs, Information Models, etc. were included; a number of principles and lessons learned which unite the technical underpinnings of these projects have come to the fore. These will be discussed in this presentation.",preprint,True,False,True,True,"The paper is in scope as it discusses principles and lessons learned for cross-disciplinary informatics, focusing on data management, curation, knowledge graphs, and information models across diverse scientific fields, addressing conceptual interoperability. It does not introduce a specific initiative (Q2 False). However, it proposes generalized principles for cross-disciplinary data management (Q3 True) and extracts 'lessons learned' from multiple projects, serving as an experience report on the process of developing technical underpinnings for cross-disciplinary data stewardship (Q4 True).",,,True,https://www.authorea.com/doi/pdf/10.1002/essoar.10509893.1,0,US,Ronin Institute,Data Quality and Management,,
W4392582564,https://doi.org/10.5194/egusphere-egu24-12230,https://doi.org/10.5194/egusphere-egu24-12230,Semantic Interoperability Profiles as knowledge base for semantic solutions,2024,"Barbara Magagna, Marek Suchánek, Tobias Kuhn",,,,,,,Semantic interoperability; Computer science; Interoperability; Knowledge base; Semantic computing; Information retrieval; Base (topology); Semantic heterogeneity; Knowledge management; Natural language processing; Semantic integration; Semantic technology; Artificial intelligence; Semantic Web; World Wide Web; Mathematics,"Central for research is the capability to build on existing research outcomes and to aggregate data from different sources to create new research findings. This is particularly true for environmental research, which tries to face global challenges like climate change and biodiversity loss by integrating diverse long-term monitoring and experimental data.Interoperability is the ability of computer systems to exchange information but to get a shared understanding of the meaning of that information semantic interoperability is required. Shared understanding between all parties involved can be achieved using common standards like vocabularies, metadata and semantic models.But how can researchers find out which standards are used and by whom? FAIR Implementation Profiles (FIPs), co-developed by GO FAIR Foundation and ENVRI-FAIR in 2020 (https://doi.org/10.1007/978-3-030-65847-2_13) and used by more than 120 communities so far like ENVRIs and WorldFAIR (see also https://fairdo.org/wg/fdo-fipp/), might be a good source of knowledge. This socio-technical approach drives explicit and systematic community agreements on the use of FAIR implementations including domain-relevant community standards, called FAIR-Enabling Resources. The FIP Wizard (https://fip-wizard.ds-wizard.org/) is implemented through the DSW open-source tool as a user interface by which the researcher is asked to answer questions related to each of the Principles by selecting FERs expressed as nanopublications. A nanopublication (https://nanopub.net/) is represented as a machine-interpretable knowledge graph and includes three elements: assertions, provenance, and publication info where in the context of FIPs the assertion contains essential metadata about a FER.Using the same approach and technology but focusing on semantic interoperability aspects the Semantic Interoperability Profile (SIP) was developed in the context of the EOSC Semantic Interoperability Task Force to interview semantic or data management experts involved in research projects or infrastructures to collectively contribute to a knowledge base of interoperability solutions (https://doi.org/10.5281/zenodo.8102786). The SIP focuses on standards used to implement the Principle F2 (metadata) and the Interoperability Principles (I1, I2, I3 related to semantic artefacts) but queries also about the services used to generate, edit, publish, and transform them, altogether called FAIR Supporting Resources (FSRs). The survey is an ongoing effort and everybody can contribute to it via the SIP Wizard (https://sip-wizard.ds-wizard.org/). In summary, a SIP is a machine-interpretable collection of resources chosen by a community whereby the collection can be made specific for a data type and a semantic interoperability case study.&amp;#160;FAIR Connect (https://fairconnect.pro/) is being developed to provide a user-friendly, graphics rich dashboard and search engine on nanopublications of type FSR. It will enable users to find FSRs based on its type or label and will inform at the same time by which communities it is used. In a future iteration it will also enable filters on data types and case studies. &amp;#160;&amp;#160;",preprint,True,True,True,True,"The paper is in scope as it addresses semantic interoperability and shared standards for diverse data in environmental research, focusing on FAIR principles. It introduces and describes the Semantic Interoperability Profile (SIP) and associated tools as a specific initiative. It also provides a macroscopic framework for documenting and discovering interoperability solutions, addressing the challenge of finding relevant standards. Finally, it describes how the SIP was designed and implemented by interviewing experts to build a knowledge base.",,,True,https://doi.org/10.5194/egusphere-egu24-12230,1,CZ; SE; US,Knowledge Foundation; Czech Technical University in Prague; ACT Foundation,Service-Oriented Architecture and Web Services; Semantic Web and Ontologies; Business Process Modeling and Analysis,,
W4392651861,https://doi.org/10.5194/egusphere-egu24-20168,http://dx.doi.org/10.5194/egusphere-egu24-20168,Approaches to semantic interoperability in the ITINERIS project,2024,"Cristina Di Muri, Davide Raho, Alexandra N. Muresan, Martina Pulieri, Ilaria Rosati",,,,,,,Semantic interoperability; Interoperability; Computer science; World Wide Web,"Strengthening semantic interoperability within interdisciplinary contexts is crucial to facilitate the discovery, (re)use and integration of scientific data by diverse research communities. The Italian Integrated Environmental Research Infrastructures System (ITINERIS) project coordinates a network of national nodes from 22 Research Infrastructures (RIs) operating mainly in the environmental domain and it represents a perfect interdisciplinarity model to foster the implementation of FAIR semantics.&amp;#160; The main goal of the ITINERIS project is to build a national hub with centralised access to data and services, provided by the participating RIs, to enhance the study of environmental processes in the atmosphere, marine, terrestrial biosphere, and geosphere landsurface domains. In this context, semantic interoperability is crucial to allow the accurate exchange and interpretation of information by both humans and machines. To this aim, a terminology service will be developed and also integrated within the hub to improve semantic interoperability among and within RIs. To design the structure and functioning of the terminology service two actions are being performed: i) a review of existing semantic artefacts and semantic catalogues that will be queried by the terminology service; and ii) the identification of appropriate technological solutions and requirements.&amp;#160; The review of semantic resources produced a collection of 540 semantic artefacts available across 17 semantic catalogues relevant to ITINERIS stakeholders. Moreover, the identified semantic resources were examined to assess some of the key aspects of their FAIRness and to highlight gaps and challenges limiting semantic interoperability.&amp;#160; The technological solutions and requirements were defined by evaluating the state-of-the-art of the existing semantic technologies to provide a lightweight federator that includes existing services and featured functionalities to improve alignments and annotations of semantic resources. The approaches to semantic interoperability adopted within the ITINERIS project, through the integration of internationally-endorsed and FAIR-compliant methodologies, and the implementation of new services, could boost the interdisciplinary data and service interoperability and advance the environmental research at the national level and beyond.",preprint,True,True,False,True,"The paper is in scope as it addresses interdisciplinary semantic interoperability and FAIR principles within the ITINERIS project. It serves as an overview of this specific initiative and its approach to building a terminology service. While it identifies challenges, its primary focus is not on a macroscopic framework but on the project's specific implementation steps. It describes the process of designing and implementing the semantic interoperability efforts within ITINERIS.",,,True,http://dx.doi.org/10.5194/egusphere-egu24-20168,0,IT,National Research Council; University of Salento,Semantic Web and Ontologies,"Industry, innovation and infrastructure",
